objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,genre,date_published,date_description,publisher,licensing,musical,adaptation,adaptation_of,description,colocated,notes,format
182,"If You Don't Like My Ocean, Don't Fish in My Sea","Ranson, Rebecca",16-18,0,3,0,3,FALSE,25,,1977,,Pocket Theater,TRUE,TRUE,FALSE,,"Three women talk about their lives, men, and despair.",,"This is obviously a draft, and as such is fragmentary and in incredibly rough shape. The material is also probably not suited for a children's theater. If anyone is interested in seeing a less fragmentary copy, one exists in the archives of the North Carolina Collection at Durham County Library.",
183,"Ijapa, the Tortoise: Two Tales from Nigeria","Winther, Barbara",04-12,6,3,0,9,TRUE,11,,1976,,"Plays, Inc.",FALSE,FALSE,TRUE,Based on two Nigerian folktales: The Dancing Palm and The Bush Spirit.,"Shrewd but lazy tortoise steals food from villagers, getting so greedy, until he is tricked and caught. A lazy toroise is foiled by bush spirits.",,,
184,"Imaginary Invalid, The","Moliere,",10-18,7,4,0,11,FALSE,11,,1673,,Unknown,FALSE,FALSE,FALSE,,"In Molière’s outrageous satire of medicine and its practitioners, the wealthy Argan, to put it mildly, enjoys poor health. Laxatives, suppositories, bloodlettings, and second and third opinions from the leading quacks are the order of his day—and hell on his wily, back-talking servant Toinette. His daughter Angélique is in love with the impoverished Cléante, but Argan wants to marry her to Thomas Diafoirus, a medical dunce who can assure his father-in-law a lifetime of health care. Cléante disguises himself as a music teacher to gain access to his love, but Béline, Argan’s mercenary second wife, threatens to expose them. A disguised Toinette, sage advice from his brother Béralde, and a faked death scene finally teach Argan where to place his trust. The play ends with Argan’s ceremonious, pig–Latin induction into the medical profession.",,,
185,"Importance of Being Earnest, The","Wilde , Oscar",08-18,5,4,0,9,FALSE,60,,1895,,Unknown,FALSE,FALSE,FALSE,,"The Importance of Being Earnest tells the story of Jack Worthing and Algernon Moncrieff who use clever deception and truth-bending to accommodate their social pursuits. Jack bends the truth to include an imaginary brother, Ernest, whom he uses as an excuse to escape from the country to party among urban socialites, while urbane Algernon uses a similar technique (Bunburying) that provides him opportunities for taking adventures in the country. Of course, courting and liaisons ensue, but not without complications. Oscar Wilde builds a farcical—albeit realistic—world of Victorian social mores by using double entendre, aphorisms, and witty repartee.",,,
186,In a Room Somewhere,"Zeder, Suzan L.",08-18,3,2,0,5,FALSE,70,,1988,,Dramatic Publishing,TRUE,TRUE,FALSE,,"Suddenly, five adults find themselves in a room somewhere; a room with no windows, no doors and only the vastness of space where the ceiling ought to be. When they begin to find relics from their own childhoods, they discover that the only way out of the room is to journey through their own pasts. This powerful play of great humor, warmth and emotional intensity is the result of a three-year collaboration between this award-winning playwright and the gifted Metro Theatre Circus ensemble. It breaks new ground in the theatre for young audiences.",,,
187,"Incarceration of Annie, The","Ranson, Rebecca",16-18,0,1,0,1,FALSE,15,,1983,,Pocket Theater,TRUE,FALSE,FALSE,,"A monologue from Annie, who reflects on how life continues to happen while she is in prison.",,,
188,"Indian Captive, The","Chorpenning, Charlotte B.",06-12,5,5,0,10,FALSE,28,,1954,,Dramatic Publishing,TRUE,FALSE,FALSE,,"The Indian Captive is a dramatic incident taken from the actual history of the Seneca Indians. A little pioneer girl is captured by Indians and taken to their camp by Chief Cornplanter. At the Indian camp she is regarded with distrust, and there is a gripping and dramatic scene where her courage is tested by fire. When her spirit proves firm, she is adopted with high ceremony into the Seneca tribe. The Senecas teach her their ways and customs and grow to love her—so much, that when Eleanor's mother comes to seek her, they disguise Eleanor and threaten to kill her mother if the child makes any sign of recognition. There is a tense scene where Eleanor keeps faith with the Indians while longing to make some sign of love to her mother. Chief Cornplanter finally realizes that her happiness lies with her own people, and with a heavy heart he lets her go.",,,
189,"Inn of Discontent, The","Wilde, Percival",10-18,0,2,6,8,FALSE,42,,1924,,Unknown,FALSE,FALSE,FALSE,,Strangers meet and converse at an inn.,,,
190,"Inspector Calls, An","Priestley, J.B.",12-18,3,2,1,6,FALSE,64,,1945,,Unknown,TRUE,FALSE,FALSE,,A wealthy family are interrupted in their peace and happiness while celebrating their daughter's engagement by the unexpected arrival of a police inspector. His interruption drastically changes the situation in the family and affects the conscience of all those present at the family gathering.,,,
191,Into the Woods,"Sondheim, Stephen",08-18,7,11,0,18,FALSE,189,,1986,,Music Theater International,TRUE,TRUE,TRUE,Based on several fairy tales.,"The story follows a Baker and his wife, who wish to have a child; Cinderella, who wishes to attend the King's Festival; and Jack, who wishes his cow would give milk. When the Baker and his wife learn that they cannot have a child because of a Witch's curse, the two set off on a journey to break the curse. Everyone's wish is granted, but the consequences of their actions return to haunt them later with disastrous results.",,Not filed in file cabinet. The only script was archival and is filed with the archival stuff.,
192,"It's a Jungle Out There: A Musical Play for Young Voices (book, do not file)","Donnelly, Mary",04-10,1,0,15,16,TRUE,31,Musical,1992,,Hal Leonard,TRUE,TRUE,FALSE,,"King Leo is a victim of the corporate jungle! He has money, power, and fame, bnut he still has not found happiness. His trusty servants, Spot and Stripes, ever loyal to the King, begin a quest for the key to happiness. Do the monkeys have the answer? Or maybe the hyenas? Perhaps the secret lies with the elephants. Who knows?",,,
193,It's Greek to Us,"Stephens, Jeffryn",04-10,4,6,7,17,FALSE,9,,1984,,YPPC,FALSE,FALSE,TRUE,Based on Greek mythology.,"A series of three short Greek myths, including Pandora's Jar, Admetus and Alcestis, and Baucis and Philemon.",,"In the back of the folder, following curriculum materials.",
194,Jack and Other Tales,"Behm, Tom",12-18,3,3,1,7,FALSE,1,Folktales,1976,,Tarheel Tales Theatre,TRUE,FALSE,TRUE,Adapted from the Jack Tales or Grandfather Tales,"Adaptation of Jack and the North Wind, Jack and the Three Sillies, and Jack and the Robbers.",,,
195,Jack and the Beanstalk,"Bridge, Dan",04-12,1,3,4,8,FALSE,11,,,Unknown,Little Big Theater,TRUE,FALSE,TRUE,Adaptation of Jack and the Beanstalk,"Jack and the Beanstalk set in Durham, but where the ogre doesn't die and instead builds Northgate Mall.",,,
196,Jack and the Robbers,"Stephens, Jeffryn",04-08,2,1,7,10,,9,,1985,,YPPC,FALSE,FALSE,TRUE,Adapted from Jack and the Robbers from the Jack Tales of Southern Appalachia.,"Off to find his fortune, Jack meets a cat, dog, goat, bull and rooster, who help him recover a fortune from a gang of thieves.",,Co-located in CAPS Learning Packet curriculum.,
197,Jack and the Sack,"Stephens, Jeffryn",04-10,1,3,10,14,FALSE,10,,1982,,YPPC,FALSE,FALSE,TRUE,Based on the Jack Tales,"Jack is kind to an old woman, who gives him a magic sack for his kindness. Jack traps the Devil and Death in the sack.",,,
198,Jack and the Three Sillies,"Stephens, Jeffryn",04-10,5,5,5,15,FALSE,7,,1988,,YPPC,FALSE,FALSE,TRUE,Based on the Jack Tales,The story of foolish Jack who took the cow to market and by progressively sillier decisions and exchanges came home with a stone to hold the door in place. The new twist comes in his wife's search for three sillier people than Jack.,,,
199,Japanese Trio,"Kamerman, Sylvia",04-12,0,0,20,20,TRUE,12,Folktales,1959,,Unknown,TRUE,FALSE,TRUE,Adapted from the Japanese Clever Servant tales,"Taro the clever servant solves three problems. Incldes Paying the Eel Broiler, The Most Fearful Thing, and Why We Cannot Lend.",,"From the book Childrens Plays From Favorite Stories, Sylvia E Kamerman, 1959",
200,Johnny Johnson,"Green, Paul",14-18,28,6,0,34,TRUE,85,Musical,1936,,Unknown,TRUE,TRUE,TRUE,Based on Jaroslav Hašek's 1921–1923 satiric novel The Good Soldier Švejk,"The story of a naive, small-town soldier was based on Green's experiences during World War I and influenced by Jaroslav Hasek's satiric novel The Good Soldier Svejk and by German expressionist theatre. The protagonist Johnny Johnson, a kind of Everyman, admires Woodrow Wilson's stance against the war, but when Wilson tells the public that the US will join the Allies in “the war to end war,” Johnny patriotically signs on. Throughout the horrors of war, he maintains his belief in the basic goodness of the common man and tries to convince the commanders to end the war. In the play Green experiments with the conventions of playwriting by mixing comedy, satire, and tragedy. Newly adapted by Debra Kaufman, the play's antiwar and antinationalist sentiments resonate with recent events.",,,
201,Juliet and this Guy Romeo,"Zolidis, Don",12-18,1,1,0,2,FALSE,1,Monologue,,Unknown,Unknown,TRUE,FALSE,TRUE,Adapted from Romeo and Juliet,Juliet wakes up from her fake death to discover Romeo. She takes a much healthier path.,,,
202,Juliet in Mantua,"Nathan, Robert",12-18,6,5,5,16,TRUE,108,,1965,,Unknown,TRUE,FALSE,TRUE,Based on Romeo and Juliet,"What might have happened if ROMEO AND JULIET hadn't met their untimely death but instead continued their infamous love affair? The once passionate lovers have lost their bliss, and their fairy tale romance has taken a back seat to the tedious day-to-day challenges that all relationships must endure. The MONTAGUES and CAPULETS are back, as well as the NURSE and FRIAR LAURENCE. Despite it all, our romantic duo eventually finds the way back to each other's arms.",,,
203,Jungalbook,"Mast , Edward",06-12,1,0,12,13,TRUE,59,,1991,,"Anchorage Press, Inc.",TRUE,FALSE,TRUE,Based on Kipling's The Jungle Book.,"Adventure awaits in a jungle where danger lurks in every tree and only the brave dare enter! This energetic and creative version of the classic tale ignites the imagination and propels the audience through a world ruled by the wild. When his parents are killed by Sherakhan, the young boy Mowgli is raised by wolves, under the protection of his friends Bagheera and Baloo. In this tale of loyalty and betrayal, Mowgli must find the courage to face this challenge and choose his fate under consequences of jungle law.",,,
204,King of Hearts,"Tesich, Steve",12-18,9,4,0,13,TRUE,85,,1978,,Watchfire Music,TRUE,TRUE,FALSE,,"Set in the fictional French town of DuTemps in September 1918, shortly before the end of World War I, its protagonist is Private Johnny Perkins, whose mission is to defuse a bomb intended to destroy the entire village. All the local residents have fled, leaving behind only the cheerful inmates of the insane asylum, who happily take over the town and proclaim Johnny their King of Hearts. The show raises the question of who is more insane, the asylum's patients or those who wage war.",,,
